CustomerID,Age,Income,LoanAmount,CreditScore,LoanTerm,DefaultProbability,Defaulted
129,65,24359.21651565132,11752.189911229292,373.85116799625155,24,0.41068263301028285,0
130,40,94085.65903327115,19610.416710052697,826.8637665812238,36,0.20969027743020086,0
131,41,119119.62914628976,38181.06848245098,591.312848170091,12,0.9765610233229043,1
132,54,133979.53277902742,26420.815821594493,433.04131176208904,36,0.6456025770584116,1
133,52,64470.62733306797,21914.97283155962,575.3319641350892,48,0.9345438807155155,1
134,61,126763.44960736168,22751.432535651587,673.7911830043092,12,0.30338554362913317,0
135,57,34382.12580417694,25675.1045782694,341.9315698854605,60,0.7818909129968897,1
136,39,130038.79792548736,40325.74447266756,451.0870982763406,48,0.765858643884742,1
137,44,36573.52610315771,45143.81100231055,743.8310199861965,24,0.6916556518665415,1
138,52,71647.34777284774,47990.060892676775,552.8156787214637,24,0.9656389752668004,1
139,18,123648.39755134197,40410.65238148828,600.6174281177622,24,0.39355533610631555,0
140,52,39489.26555534059,19193.310308660573,538.0488012152081,48,0.1307173235897573,0
141,54,49802.68138024339,35966.0617738944,324.14496845365284,48,0.6717088592440608,1
142,64,113892.83389109862,24692.140582492637,391.16237890108573,48,0.7293098004772062,1
143,31,113604.74975098966,16460.177992072306,545.04790130804,12,0.5750605734588147,1
144,20,103349.19227508864,42839.22107416652,415.0520059743603,12,0.20681789313339627,0
145,18,110213.297780723,6729.185703304625,327.4884657628233,24,0.5044559416693554,1
146,22,90554.1776351875,45579.28964609406,764.0073152285031,36,0.3121897365691294,0
147,43,52733.87765790385,25766.485908113038,839.6558910402637,24,0.42746652816668906,0
148,31,64940.47915550953,33674.06645637262,736.2285806982068,60,0.6452185758446639,1
149,56,43607.70318418534,34670.926499260226,769.5817069375669,12,0.7452147426908345,1
150,44,138098.5729733717,45280.29833179414,433.0874216743749,48,0.23222469090134312,0
151,26,95840.93331959566,33650.135697524325,828.3448365322598,12,0.40532536064695335,0
152,32,72110.68417927319,32627.01131420278,408.3091374493856,48,0.2691615709916292,0
153,32,80060.75447373725,7999.3418252310485,823.2863956990077,60,0.19863161386186912,0
154,43,143146.83414953598,28328.360987534183,847.1506116812731,60,0.7833872199958384,1
155,59,39935.682405090425,11757.605036766874,691.4475431603269,12,0.9092526944369924,1
156,30,96209.87816218364,38184.51959246685,839.629052485502,48,0.3702321856845767,0
157,68,85765.52825498057,28049.98643657035,613.246878761907,60,0.7512789243737669,1
158,49,99489.05060650421,35610.2500643759,442.7479807468497,24,0.8969952893644111,1
159,56,22354.323896709266,6875.280527107292,540.3477371160915,24,0.8461242105302316,1
160,66,133376.1081627397,8815.640722061145,626.4585144583323,48,0.1828133885392259,0
161,69,141175.3767228696,37234.552462820706,340.1948591148582,12,0.9562918815133613,1
162,49,93467.31386659716,8243.795119940301,642.2887955394854,60,0.37667644042946247,0
163,21,110564.607103996,8206.552749436636,839.6478102192619,12,0.33924066117383633,0
164,47,139924.91955304844,5544.881385569935,404.5592073810502,24,0.062431327277780335,0
165,54,111941.02246074182,48042.5629234766,735.9273139586107,60,0.486173654104883,0
166,40,39830.075578853975,38187.876175655314,799.3443365787907,12,0.10901361564092871,0
167,56,94917.48682168571,20896.31338259289,819.0358760511215,36,0.248539820927426,0
168,62,98872.95602977126,18344.101157944486,828.074582422996,48,0.3169426217672814,0
169,32,75136.9872693102,20736.64533856323,586.8028012968095,48,0.808826323491684,1
170,60,115737.75063121397,39859.408903153184,837.519349395327,36,0.8754886503958965,1
171,46,141467.71191997192,34761.67749816865,716.5206139239414,24,0.3024663174614697,0
172,53,140323.9066778809,13333.800554036057,388.91928993032906,60,0.8586981212445739,1
173,30,78609.11828253718,12834.920090033796,562.2950585573835,48,0.8572309373697911,1
174,49,34720.94595929818,9427.804237102879,695.0821464546023,36,0.7646509503848735,1
175,24,148029.35586510348,34713.622386560215,436.0371737004958,36,0.14669511401518154,0
176,68,129056.75123797143,39396.769799978116,652.3383509518881,24,0.690322846900729,1
177,39,36206.14855642469,16927.08927462518,666.6302634756405,24,0.9450240645805688,1
178,45,139709.4447402584,5942.523246391076,389.4848590947112,12,0.6825404787671571,1
179,19,133086.52706807666,8697.725036439231,610.7969218490159,48,0.33161684910783396,0
180,59,87448.94742638938,48553.70156802637,724.3948010382342,12,0.5005793174308313,1
181,62,96865.8066468408,18295.01498648391,574.392615494768,36,0.6457250433510536,1
182,23,71870.35150311694,39615.04165271601,306.6567142268591,60,0.5105704087285036,1
183,45,27119.013046864075,33109.86059844187,304.9711579936107,60,0.11995294173096982,0
184,45,63575.64141396712,22187.283784380317,496.3661391835067,24,0.31206404465202064,0
185,61,124370.94831774148,14255.92679879998,809.4067376374801,60,0.8023960305536325,1
186,61,20602.162990598372,10462.38881717329,425.77222878198484,60,0.8614180460955174,1
187,37,63354.89231984875,32675.583561748997,648.900028879428,60,0.13730003271557023,0
188,47,71761.93016682263,39858.52012870046,422.14172888132634,36,0.9523867523987246,1
189,28,89861.42838192997,33975.69140935088,476.9184943127517,60,0.32882261784860933,0
190,45,139581.23013365886,28863.595996212123,766.4231492808162,60,0.66231373873072,1
191,42,65024.97926757496,6887.805054423632,700.8737932484707,60,0.7518251459566812,1
192,56,65103.9162465096,48581.99499174727,352.46960252226586,12,0.8119462346378834,1
193,50,115875.16225426728,40942.13862445585,535.7861115425385,36,0.9457497022259301,1
194,18,78788.33231567492,18176.991651543412,316.04337000489545,24,0.3129195480288226,0
195,44,49198.62698219766,49098.66482114828,564.4895806316549,12,0.8585064545515545,1
196,69,78817.13709725015,32084.671533634493,664.3387064355875,48,0.13168690343620704,0
197,30,38311.41264937398,31209.019619326093,365.17644297898335,36,0.7050409063535927,1
198,58,42930.30824580903,38663.29307432895,458.8867164000411,36,0.7419777295139859,1
199,20,84787.81045613237,41529.64046405619,518.8101440261863,48,0.6777232412013204,1
200,56,74460.30843559123,34541.53732991762,805.7420635608273,48,0.252314736135153,0
201,23,138929.967138853,10764.308586479001,846.2902584826302,48,0.8730431470152034,1
202,25,67111.2068851623,20222.037769752427,324.7012144475887,24,0.168858463370395,0
203,44,95476.48553614564,46763.76381467224,718.5543579224657,60,0.05363479152083084,0
204,26,102194.35742953896,15107.702532973337,504.4482365212888,36,0.7174649906119122,1
205,54,21702.279356483374,21747.5160726881,515.8520024262141,60,0.4754757152327337,0
206,50,106259.85836217238,24443.45973248882,714.8457353408625,60,0.8490980199586761,1
207,68,43144.675693067686,24773.22453625035,805.1345376799748,48,0.38339714105825895,0
208,59,144939.14127102916,32582.28121225365,823.0107269764017,24,0.16827858850771282,0
209,61,39326.15460790468,47438.41269851184,617.4174223210764,12,0.8364421924698697,1
210,41,73901.13608451308,15831.172032462722,496.41663761527656,24,0.5489096316400717,1
211,32,31095.4568502237,10467.561933541314,733.1519972223286,60,0.1891957923903549,0
212,49,149593.65273997316,13886.17204369718,438.0507607942651,24,0.7203839985864458,1
213,49,85285.35134306154,44911.62050941713,610.2407158584348,48,0.5111136384895005,1
214,41,97400.0522516057,34061.486569484274,497.2181538386802,12,0.6043129822403198,1
215,58,28719.942060495574,17865.805515762208,661.1470905393319,48,0.4608983382065819,0
216,69,117494.86115189311,41717.61225358777,432.21940209142883,12,0.8287089838180064,1
217,66,47287.72710242615,43761.64983635462,405.3761201541542,60,0.8295627156830498,1
218,66,136747.0576272928,43093.14524106251,805.0314976714903,12,0.7093888218243862,1
219,69,46668.15326266093,46351.694013779954,355.9920256222453,12,0.10540137739646227,0
220,29,44789.40368627665,16350.845907801271,578.2768492542125,12,0.8388538619040689,1
221,56,24751.456820252333,38976.886793582526,421.4690306296549,24,0.6710129805329098,1
222,19,81368.7028642999,25724.2773773363,321.41147982911707,24,0.6970241660042995,1
223,20,93429.34732414014,42889.934880052766,319.8103500602845,60,0.36298284040387163,0
224,66,28542.12312568581,37782.080472272595,396.37197465820503,12,0.8792795561570067,1
225,54,120818.59017035138,39940.13509248761,776.7236949783002,36,0.7253716002348575,1
226,66,78927.54851724359,34527.28269564822,455.3633091873646,60,0.11259046652919447,0
227,34,88170.7350125854,12984.294626136809,822.7525438164126,12,0.40777803440616267,0
228,66,77299.15710196966,29526.211350362224,619.8922611440564,12,0.8863803619601417,1
229,19,72099.19791379238,49310.13827860287,540.1378043728214,24,0.047196701697378995,0
230,19,92753.24307006832,47182.462992370354,619.0488590682,60,0.9614166196420495,1
231,45,40181.23197099262,6942.818110865525,584.1841118744474,12,0.6791625683195628,1
232,40,43650.65696438524,12416.666707824672,717.3269395665288,12,0.6313759776433766,1
233,54,132032.13073175726,10927.794805455287,455.37283628506873,60,0.2705592564879914,0
234,49,142995.01007737225,37669.0959493383,494.1777153801663,36,0.24879178873917707,0
235,50,68530.2111163679,41800.33984356253,791.7518663932879,60,0.9420582194885955,1
236,18,55196.807508661994,14608.011483980235,820.551082232723,60,0.29827245423412274,0
237,36,103719.94062107205,27763.371182832307,790.907025117561,36,0.7755052967189994,1
238,19,73135.44224275253,42831.636260504,530.6963966765225,60,0.39312179820707915,0
239,61,23300.22623584483,37976.06951448128,729.201026653785,12,0.13925407078470398,0
240,43,40299.837657604745,29400.674247133175,561.9846533156044,60,0.01071529769535895,0
241,49,113076.38975016167,31565.64607064478,573.6469186803562,36,0.5442573370152508,1
242,23,105660.11244831968,27876.2246112326,412.5740599815062,48,0.9757788185489327,1
243,49,23522.479025452853,18389.680309346928,625.121666792184,60,0.3691361938092045,0
244,21,48856.38105128343,30425.989678655726,402.37474376434136,24,0.35719233399304484,0
245,28,50039.72355644928,35999.83859225408,482.36058448695655,12,0.3440916178494421,0
246,34,107346.0566678347,44299.53121373634,770.2666108909643,12,0.5205438373048584,1
247,55,22562.36990806734,33633.11092906616,413.89169506597034,24,0.44066488342429355,0
248,41,33534.1156579946,39250.46916694211,339.13705684538803,24,0.8799146267270145,1
249,22,123989.09109851462,12203.223572955785,337.95417593704894,60,0.5055207917234903,1
250,69,43210.80606706337,25770.086348890545,817.4314862767094,24,0.5077578381885688,1
251,51,104856.99402074372,5419.922892219199,578.806240879009,48,0.1383715947205566,0
252,23,50963.76153607445,16100.548903473036,525.1766394993601,36,0.982739540910386,1
253,39,32927.38105871487,37690.77718008522,745.9832195543552,24,0.24997289086882968,0
254,28,51612.384829929026,49631.44781072136,759.7042603507838,24,0.07336406745960267,0
255,65,113894.7011412357,9463.014481424716,482.70506821358254,48,0.6631462489752088,1
256,33,131240.54085381713,23067.24421375797,681.4899316105874,12,0.5953663701568727,1
257,50,127928.5823937089,41003.19359146218,724.1175487185376,12,0.4151456539927457,0
258,26,71633.85885039912,14181.603558300449,660.0578777762751,60,0.42219223388067806,0
259,23,106851.067754184,29978.82271860288,383.37729114005464,48,0.7850639210464312,1
260,33,46647.95840405673,37988.20832133537,781.7356959343813,36,0.19571264009964906,0
261,46,58109.204933931724,32719.34526170806,596.5020040048048,36,0.8202533189448897,1
262,20,136523.65640774556,13461.113057693727,455.35983450350204,48,0.6487471138950182,1
263,37,21690.250056395686,20992.305590858276,533.8755019907317,36,0.4189697737795244,0
264,53,31116.10901108085,40270.63030184287,320.6640997193991,12,0.4580286165838686,0
265,36,47025.21316898355,29940.193135940746,370.32674067232966,36,0.2566472071860958,0
266,43,23449.186503596564,5235.332609431073,721.0507127837234,36,0.7521143326969748,1
267,20,43586.60656167365,39244.584201264224,300.00639911545136,48,0.5128747423052678,1
268,36,95795.40292605998,6589.010972310758,529.1112056652607,48,0.3208545427498436,0
269,37,74785.19157702473,38558.02022290545,587.3805995970736,36,0.5960501157609502,1
270,49,136047.3224400067,14111.625207435683,330.04893100053476,24,0.995734452051323,1
271,24,126267.66302599732,48113.30660537211,835.1929896347831,48,0.43526227965655384,0
272,69,64436.25572072388,21557.3338085938,424.36893218731956,60,0.9206914007786196,1
273,58,53725.046346068026,19711.92273521356,467.3092957999545,60,0.3450168399245661,0
274,50,69360.0130617447,11699.96226496001,467.16838174026503,12,0.054732706924985886,0
275,57,96738.342526925,18752.18969705967,426.72916416454245,36,0.20424210636842888,0
276,56,54848.27330697391,44449.28428226902,300.8106021474713,24,0.4186951433276842,0
277,35,101139.35802038742,49835.04519322613,701.1396367483981,12,0.219634928594569,0
278,57,73223.51478486125,21573.928872808174,831.7650248896069,36,0.0002270382182555375,0
279,18,91766.13351075743,25187.478392954414,423.3614158067748,48,0.9150015377475272,1
280,28,76696.44878759117,37493.19221912317,664.6759554918824,60,0.843879411230929,1
281,45,58280.548740449296,44878.810120928356,708.0429798272933,24,0.7422922314869471,1
282,42,143298.92990508035,31686.995038405286,766.6339584997886,60,0.16781459564602863,0
283,67,119268.7532407689,22618.65641800232,532.4460583574851,48,0.12036357620998606,0
284,40,38214.71284963883,23567.98283818807,466.61199810223604,36,0.06760474947238315,0
285,48,132900.83686672867,36302.81659235631,478.9123237126671,48,0.7240291887729212,1
286,47,83366.05577243678,5144.821862192541,691.9417332041821,48,0.9288079606878853,1
287,59,136291.78949623188,32881.52018569283,749.2287065780998,60,0.430535820913037,0
288,52,123981.18327315098,20997.185469861084,399.8876822661315,24,0.11914067199604816,0
289,24,75277.75558100035,40738.87990746879,504.0175544867709,48,0.5123928207321066,1
290,33,22921.010081615263,9184.578792040948,796.0671082120325,60,0.34883190745863013,0
291,43,54928.05672004299,31469.102012677573,743.6814358321066,24,0.3748249243499977,0
292,65,90412.4479059127,26643.78004487557,841.6721215193617,36,0.6213306241557073,1
293,69,102352.16857739915,33904.648665735236,714.8365428251444,36,0.7187181132622024,1
294,66,53525.3991063163,7918.411751733576,516.2573605653572,12,0.11060359887316085,0
295,19,38116.28962946714,31099.27043426591,624.8508086970508,60,0.035590230806476386,0
296,18,128540.93078390889,30266.806458178566,663.5578398360262,24,0.9943303026857149,1
297,65,147972.28349146177,30229.704248727692,343.15069897441816,48,0.23272834891555183,0
298,29,88339.72369934915,32156.944996840466,599.4733275071258,36,0.053830524908459076,0
299,22,42318.30716027945,35441.0571751863,690.1264556599353,24,0.18987532909591998,0
300,54,55399.952447517964,41224.50498563464,392.0267172005832,60,0.03895784634846422,0
301,49,22390.787951170674,17141.932405769643,729.3474445840563,12,0.39181089461717167,0
302,26,138858.84485286486,42127.223458102795,621.0750292827614,36,0.8024017844513243,1
303,58,35307.64077571835,27421.505701855414,823.7219821336771,24,0.3412444497577206,0
304,52,94947.14181685296,8467.622561044902,323.33226401379045,24,0.44418340687836655,0
305,36,55627.17868933678,7634.791815979064,445.9293756555069,24,0.6755867735674388,1
306,65,92043.14032705314,20040.724341322733,630.8546336149033,60,0.5088940700698802,1
307,33,104684.65048574234,40320.36397001604,463.10795171326185,60,0.8614456860213242,1
308,20,127866.43448193622,36845.642063341205,692.9332902391832,60,0.8660356750457565,1
309,37,46834.76532887842,40487.67341025829,717.4529053870621,48,0.009910695491153643,0
310,41,21429.45772560246,28277.10753987242,356.38378023656094,24,0.7780463064831992,1
311,50,37795.131908944946,24808.954907997075,582.6199553137222,36,0.46073360024167387,0
312,41,137002.42344025365,11635.363701782779,579.8898055750808,60,0.9888405413036631,1
313,69,133605.71008312696,19768.67391241902,503.10442361854757,60,0.48323207587543515,0
314,28,97663.70328214008,24530.87147782439,813.1086744133197,24,0.9868959453882975,1
315,66,98067.19185637494,8987.019335582776,755.1284759302716,60,0.7545693612057366,1
316,25,106454.76769101321,14927.537872004506,683.4651600503003,48,0.24860488461330632,0
317,53,42798.26622104844,31920.138232868245,692.8796496542486,48,0.5383949792869577,1
318,55,138873.55297024478,38104.84014076354,553.9438790972155,60,0.9921356394785827,1
319,57,74440.1682359695,49925.638012682735,806.5469866031167,24,0.8575306077519237,1
320,37,69808.00867243466,46990.09991046009,682.0274849893069,24,0.0973668937912211,0
321,52,87459.30168676889,33915.433979083624,700.9395839106991,24,0.7063719968099961,1
322,65,26105.575680757156,23956.16239823324,773.9299970830399,12,0.34557958587081306,0
323,42,41616.83793829032,33627.98141187047,450.73937413820505,60,0.006982261880348117,0
324,52,115944.37013542815,40354.32281361044,743.8889971266867,24,0.4034809690269996,0
325,42,30763.82683026644,10325.12859155243,407.3823316260706,48,0.2347544217249713,0
326,46,98409.77423063047,23445.720036332972,489.9380737346883,36,0.8188692705204715,1
327,35,51895.38425857172,42791.10285360277,484.58574984841346,36,0.3373306088457655,0
328,63,70608.42982545696,22272.48283698698,838.1890076140273,24,0.8275236939538171,1
329,35,57530.18578019099,30734.252205223394,771.0954730613598,36,0.0005979388347953085,0
330,19,66237.4531404434,31449.62123879892,685.6434238746428,36,0.30781915002611915,0
331,52,113475.96767395192,13301.431391013772,699.8812188884646,12,0.24116521430776194,0
332,33,58625.823031012755,21300.594874352977,609.1400369214141,48,0.23356736106861098,0
333,58,93632.60323859664,20053.007993386946,820.8998669096854,48,0.0681866197654627,0
334,53,81886.55228588296,6178.851883942916,572.9423140852989,12,0.18712427041050173,0
335,50,106277.25149714426,6088.629375110986,509.284740428442,12,0.5555495698856199,1
336,21,141787.86611221853,42426.366965409805,389.6694353123751,36,0.2913610728377445,0
337,50,115234.37263733253,17288.186448776556,732.4131087435819,60,0.41739478232914795,0
338,31,47942.24921679838,28313.544480746696,703.9441626415753,36,0.3768668803471885,0
339,38,24053.807557967008,18442.650811494786,511.3952711882742,12,0.8759049249998946,1
340,65,54094.32575897726,47330.566030190326,313.8563776775761,48,0.9052989990105155,1
