ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
30,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Colleague;Other (please specify):",Technical documentation;Blogs;Stack Overflow,NA,27,22,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Ireland,EUR European Euro,130000,Monthly,C#;JavaScript;PowerShell;SQL,TypeScript,Microsoft SQL Server;MySQL;Redis,SQLite,Microsoft Azure,NA,ASP.NET Core ,Blazor,.NET,NA,npm,Docker;Kubernetes,Notepad++;Rider;Visual Studio;Visual Studio Code,NA,Windows;Windows Subsystem for Linux (WSL),Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management;Trello,NA,Microsoft Teams;Slack,NA,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,22,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Somewhat long,DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Too long,Easy,1663644
31,None of these,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training",Technical documentation;Blogs;Stack Overflow;Online forum;Other (Please specify):,NA,24,21,"Developer, full-stack","10,000 or more employees",I have some influence,Other (please specify):,United States of America,USD	United States dollar,102000,Yearly,C#;HTML/CSS;JavaScript;SQL,TypeScript,Microsoft SQL Server,NA,Microsoft Azure,NA,ASP.NET,Angular;ASP.NET Core ;Blazor;Vue.js,.NET,Xamarin,NA,NA,Visual Studio,NA,Windows,Windows,Git,Code editor,,,NA,NA,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Very unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",55-64 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Yes,Independent contributor,21,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Very long,DevOps function,No,Yes,Yes,Appropriate in length,Easy,102000
33,I code primarily as a hobby,"Student, full-time;Employed, part-time",Full in-person,Hobby;Contribute to open-source projects,Primary/elementary school,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Online challenges (e.g., daily or weekly coding challenges);How-to videos",NA,3,NA,Student,NA,NA,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Canada,NA,NA,NA,C++;Python,Python,NA,NA,AWS;Google Cloud;OVH;VMware,Google Cloud;OVH;VMware,NA,NA,NA,NA,NA,NA,CLion;IntelliJ;Nano;Notepad++;PyCharm;Vim;Visual Studio Code,Nano;PyCharm,,Windows,Git,Code editor;Command-line,,,NA,NA,NA,NA,Very unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Under 18 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
34,"I am not primarily a developer, but I write code sometimes as part of my work","Student, part-time;Employed, part-time",Full in-person,Hobby,Some college/university study without earning a degree,"Friend or family member;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;How-to videos;Interactive tutorial,NA,8,NA,Student;Academic researcher,NA,NA,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Israel,NA,NA,NA,C++;Go;Python,Go;Python,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Visual Studio Code,Visual Studio Code,Linux-based,Linux-based,Git,Code editor;Dedicated version control GUI application,,,NA,NA,Zoom,Zoom,Very favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,NA,"No, not really",18-24 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,Prefer to self-describe:;Queer,European;Ethnoreligious group,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
35,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs,Coursera;Udemy;Pluralsight;edX,6,5,"Developer, back-end",100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with,Poland,PLN	Polish zloty,30000,Monthly,HTML/CSS;JavaScript;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,PostgreSQL;Redis;SQLite,AWS;Heroku;OVH,NA,Django;FastAPI;React.js,Django,NumPy;Pandas;Scikit-learn,NA,Docker;Kubernetes;npm,Docker;npm,IPython/Jupyter;PyCharm;Vim;Visual Studio Code,IPython/Jupyter;PyCharm;Vim,Linux-based,Linux-based;Windows,Git,Code editor,,,Notion;Trello,Trello,Google Chat;Slack;Zoom,Slack,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,Independent contributor,6,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Never,1-2 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Too long,Easy,83256
36,"I am not primarily a developer, but I write code sometimes as part of my work","Student, full-time",NA,NA,"Other doctoral degree (Ph.D., Ed.D., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Stack Overflow;Online forum,NA,16,NA,NA,NA,NA,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Israel,NA,NA,NA,MATLAB;Python,Python,MySQL,NA,NA,NA,NA,NA,NumPy;Scikit-learn;Torch/PyTorch,NumPy;Scikit-learn;Torch/PyTorch,NA,NA,IPython/Jupyter;Nano;PyCharm;Sublime Text,IPython/Jupyter;Nano;PyCharm;Sublime Text,Linux-based;macOS;Windows,macOS,Git,Code editor;Dedicated version control GUI application,,,monday.com,monday.com,Slack;Zoom,Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,NA,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
37,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses,Udemy,12,7,"Developer, back-end;Project manager",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Canada,CAD	Canadian dollar,NA,NA,C#;C++;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL,Bash/Shell;Go;Python,MongoDB;PostgreSQL;SQLite,NA,AWS;VMware,AWS;Google Cloud;Linode;Microsoft Azure,Angular;Angular.js;Django;Flask;jQuery;Node.js,Django;FastAPI;React.js,NA,NA,Ansible;Docker;npm;Terraform,Ansible;Docker;Kubernetes;Terraform,Android Studio;Eclipse;IntelliJ;Notepad++;PyCharm;Vim;Visual Studio;Visual Studio Code,IntelliJ;PyCharm;Vim,,Linux-based,Git,Command-line,,,Confluence;Jira Work Management;Notion;Trello,Confluence,Microsoft Teams;Slack;Zoom,NA,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,North American,None of the above,None of the above,Yes,Independent contributor,5,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Disagree,Disagree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat short,Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,NA
38,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,I don’t code outside of work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum)","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Auditory material (e.g., podcasts);Coding sessions (live or recorded)",NA,19,14,"Developer, front-end;Developer, full-stack;Developer, back-end;Engineering manager","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Israel,ILS	Israeli new shekel,NA,NA,HTML/CSS;JavaScript;PHP;Python;Ruby,HTML/CSS;JavaScript;PHP;Python;Ruby,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,CouchDB;Elasticsearch;MySQL;PostgreSQL;Redis,AWS;Heroku;Linode,AWS;Heroku;Linode,Flask;jQuery;Node.js;Nuxt.js;React.js;Ruby on Rails;Vue.js,jQuery;Node.js;Nuxt.js;Ruby on Rails;Vue.js,NA,NA,Docker;Homebrew;npm;Yarn,Docker;Flow;Homebrew;Kubernetes;Yarn,Visual Studio Code,IntelliJ;PhpStorm;PyCharm;RubyMine;Webstorm,macOS,macOS,Git;SVN,Code editor;Command-line,,,Asana;ClickUp;Jira Work Management;Trello,Jira Work Management,Google Chat;Slack;Zoom,RingCentral;Slack,Indifferent,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,35-44 years old,Man,No,Straight / Heterosexual,NA,NA,"I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have learning differences (e.g., Dyslexic, Dyslexia, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
39,I code primarily as a hobby,"Student, full-time",NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification","Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Interactive tutorial",Other,2,NA,NA,NA,NA,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Slovenia,NA,NA,NA,HTML/CSS;JavaScript;Python;SQL,C++;Python;Ruby;SQL;TypeScript,SQLite,SQLite,NA,NA,Flask,Flask;Ruby on Rails,NA,NA,NA,NA,Visual Studio Code,Visual Studio Code,Linux-based,Linux-based,Git,Code editor;Command-line,,,NA,NA,NA,NA,Unsure,Stack Overflow;Stack Exchange,A few times per week,No,NA,"No, not at all",NA,Prefer not to say,No,Prefer not to say,European,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
40,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses,Udemy;Codecademy,24,18,"Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer;Data or business analyst",2 to 9 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Czech Republic,CZK	Czech koruna,NA,Monthly,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Perl;PHP;Scala;SQL,Bash/Shell;Dart;Go;Groovy;HTML/CSS;Java;Perl;Scala;SQL,Elasticsearch;MariaDB;PostgreSQL;Redis,Elasticsearch;MariaDB;PostgreSQL;Redis,Microsoft Azure;VMware,VMware,jQuery;Node.js,Vue.js,Spring,Flutter,Ansible;Docker;Terraform,Ansible;Docker;Kubernetes;Terraform,IntelliJ;Vim;Visual Studio Code,IntelliJ;Vim,Linux-based,Linux-based,Git,Command-line,,,Jira Work Management;Trello,Jira Work Management;Trello,Microsoft Teams;Slack;Zoom,Slack,Unfavorable,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
41,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work,"Associate degree (A.A., A.S., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;How-to videos,NA,20,15,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, mobile;Database administrator;Developer, embedded applications or devices;Cloud infrastructure engineer;Data or business analyst;Designer",100 to 499 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,130000,Yearly,C#;C++;HTML/CSS;JavaScript;SQL;TypeScript;VBA,NA,MongoDB;MySQL;SQLite,NA,AWS;Managed Hosting;Microsoft Azure,NA,ASP.NET;ASP.NET Core ;jQuery,NA,.NET;Xamarin,NA,NA,NA,Notepad++;Visual Studio;Visual Studio Code,NA,,macOS;Windows,Git,Code editor,,,NA,NA,NA,NA,Unsure,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,NA,None of the above,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,130000
42,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Written-based Online Courses,Coursera;Udemy;Udacity,3,3,"Data scientist or machine learning specialist;Engineer, data;Developer, back-end",20 to 99 employees,I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Israel,ILS	Israeli new shekel,19000,Monthly,Bash/Shell;HTML/CSS;Python;SQL,Bash/Shell;Python;SQL,PostgreSQL,PostgreSQL;Redis,AWS;Google Cloud,AWS,NA,NA,Keras;NumPy;Pandas;Scikit-learn;TensorFlow,Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Hugging Face Transformers,Docker,Docker,IPython/Jupyter;Vim,IPython/Jupyter;PyCharm;Vim,Linux-based,Windows,Git,Command-line,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Slack,Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,I have an anxiety disorder,Yes,Independent contributor,3,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,1-2 times a week,10+ times a week,Never,30-60 minutes a day,15-30 minutes a day,Somewhat short,NA,NA,Yes,Yes,Appropriate in length,Neither easy nor difficult,68160
43,I am a developer by profession,"Not employed, but looking for work",NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded),Udemy;Pluralsight,4,NA,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator",NA,NA,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Iraq,NA,NA,NA,C#;HTML/CSS;JavaScript;PHP;Ruby;SQL,C#;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,AWS;Microsoft Azure,AWS;Heroku;Microsoft Azure,ASP.NET Core ;jQuery;Ruby on Rails,Angular;Angular.js;ASP.NET Core ;Blazor;Django;Node.js;React.js;Ruby on Rails,.NET,.NET;React Native,Docker;npm;Yarn,Docker,Eclipse;IntelliJ;NetBeans;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Linux-based;Windows,Windows,Git,Code editor;Command-line,,,NA,NA,Microsoft Teams;Slack;Zoom,Microsoft Teams;Zoom,Very favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Bisexual,Middle Eastern,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
44,I code primarily as a hobby,"Employed, full-time;Student, part-time",Full in-person,Hobby,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Written Tutorials;Stack Overflow,NA,15,NA,NA,NA,NA,Other (please specify):;Visit developer communities like Stack Overflow,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,Node.js,NA,NA,NA,npm,NA,Nano;Notepad++;Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Linux-based,Git,Command-line,,,NA,NA,Slack,Slack,Favorable,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",35-44 years old,Man,No,Bisexual;Straight / Heterosexual,European,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
45,I am a developer by profession,"Student, full-time",NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","School (i.e., University, College, etc)",NA,NA,6,NA,NA,NA,NA,Start a free trial;Visit developer communities like Stack Overflow,Austria,NA,NA,NA,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Python;R;SQL,Bash/Shell;Java;Kotlin;SQL,MySQL,MySQL,NA,NA,ASP.NET;ASP.NET Core ,NA,.NET;NumPy;Spring;Torch/PyTorch,NumPy;Spring;TensorFlow;Torch/PyTorch,Docker,Docker,Eclipse;IntelliJ;PyCharm,Eclipse;IntelliJ;PyCharm,Windows,Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,NA,NA,Microsoft Teams;Zoom,NA,Unsure,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",18-24 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
46,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Video-based Online Courses;How-to videos,Udemy,4,3,"Developer, front-end",500 to 999 employees,I have little or no influence,Start a free trial,Madagascar,EUR European Euro,400,Monthly,JavaScript;TypeScript,Dart,MongoDB;MySQL,MongoDB;MySQL;PostgreSQL;Firebase Realtime Database,NA,NA,Node.js;React.js;Vue.js,Node.js;React.js;Vue.js,React Native,Flutter,npm;Yarn,Docker;npm;Yarn,Visual Studio Code,Visual Studio Code,,Windows,Git,Command-line,,,NA,NA,NA,NA,Favorable,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,African,None of the above,None of the above,Yes,Independent contributor,3,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,1-2 times a week,1-2 times a week,Never,Less than 15 minutes a day,15-30 minutes a day,Very long,Microservices,No,Yes,Yes,Too long,Easy,5124
47,I code primarily as a hobby,"Student, full-time",NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);Other (please specify):",Technical documentation;Blogs;How-to videos,NA,7,NA,NA,NA,NA,Other (please specify):,Norway,NA,NA,NA,Bash/Shell;C;C++;Java;Lua;Python,Bash/Shell;C++;Lua;Python,MongoDB;SQLite,SQLite,NA,NA,Node.js;React.js,NA,NA,NA,npm,NA,Eclipse;IntelliJ;Vim,Vim,Linux-based,Linux-based,Git,Command-line,,,NA,NA,NA,NA,NA,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",18-24 years old,Woman,Yes,Prefer to self-describe:,White;European,None of the above,"I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too short,Neither easy nor difficult,NA
48,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses;Interactive tutorial",NA,6,5,"Developer, full-stack;Developer, back-end","1,000 to 4,999 employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,135000,Yearly,Java;JavaScript;PHP;SQL;TypeScript,C++;Go,Cassandra;MySQL,NA,NA,NA,Angular;Angular.js;jQuery,NA,NA,NA,Docker;Homebrew;Kubernetes;npm;Yarn,NA,CLion;IntelliJ;PhpStorm,NA,macOS,macOS,Git,Command-line,,,Confluence;Jira Work Management,NA,Slack;Zoom,NA,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,"No, not really",25-34 years old,Woman,No,Straight / Heterosexual,White;European;Asian;East Asian,None of the above,I have an anxiety disorder,Yes,Independent contributor,5,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree,1-2 times a week,6-10 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Microservices;Developer portal or other central places to find tools/services;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,135000
49,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow,NA,40,25,"Developer, back-end;Developer, desktop or enterprise applications",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow,Germany,EUR European Euro,100000,Yearly,Haskell;Java;Rust,Dart;Haskell;Java;Swift,PostgreSQL,NA,NA,NA,NA,NA,.NET,Flutter,NA,NA,Emacs;IntelliJ;Notepad++;Vim;Visual Studio,Android Studio;Emacs;IntelliJ;Notepad++;Vim;Visual Studio;Xcode,Windows;Windows Subsystem for Linux (WSL),Linux-based;macOS,Git,Code editor;Command-line;Version control hosting service web GUI,,,NA,NA,Microsoft Teams,Microsoft Teams,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",55-64 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,NA,28,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,1-2 times a week,3-5 times a week,Never,15-30 minutes a day,Less than 15 minutes a day,Just right,Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,Yes,Appropriate in length,Easy,106644
